,DiaChi,GiaBan,DuAn,DienTich(m2),TinhTrangBDS,Gia/m2,PhongNgu,PhongVeSinh,SoTang,TinhTrangGiayTo,TinhTrangNoiThat,HuongBanCong,HuongCua,DacDiem,Quan
241,"117/80, Hẻm 117 Hồ Văn Long, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh",0.63,,37.5,Chưa bàn giao,16.8,1.0,1.0,,,,Đông Nam,Tây Bắc,, Quận Bình Tân
242,"15B, Đường Số 15B, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",1.68,,85.0,Đã bàn giao,19.76,2.0,3.0,,Đang chờ sổ,,,,, Quận 7
243,"Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh",3.9,Mizuki Park,95.0,Chưa bàn giao,41.05,3.0,2.0,,,,,,Căn góc, Huyện Bình Chánh
244,"Số 628, Xa Lộ Hà Nội, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",5.35,The Vista An Phú,101.0,Đã bàn giao,52.97,2.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,, Thành phố Thủ Đức
245,"Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",8.89,The Infiniti Riviera Point,121.0,Chưa bàn giao,73.47,3.0,3.0,,,,Tây Bắc,Đông Nam,, Quận 7
246,"Phạm Văn Nghị, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",2.3,Sky Garden 3,56.0,Đã bàn giao,41.07,2.0,1.0,12.0,,,,Đông,, Quận 7
247,"Hiệp Bình Chánh, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.5,Opal Riverside,78.0,Đã bàn giao,32.05,2.0,2.0,18.0,,,,Tây Bắc,, Thành phố Thủ Đức
248,"33, Trương Công Định, Phường 14, Quận Tân Bình, Tp Hồ Chí Minh",1.56,The Harmona,79.0,Đã bàn giao,19.75,2.0,,,,,,,, Quận Tân Bình
249,"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.888888888,Vinhomes Grand Park,58.0,Chưa bàn giao,49.81,2.0,1.0,,Giấy tờ khác,Nhà trống,,,, Thành phố Thủ Đức
250,"Xa Lộ Hà Nội, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.8,Masteri Thảo Điền,69.0,Đã bàn giao,40.58,2.0,2.0,17.0,,,,,, Thành phố Thủ Đức
251,"17-19-21, Nguyễn Văn Trỗi, Phường 11, Quận Phú Nhuận, Tp Hồ Chí Minh",2.2,The Prince Residence,71.1,Đã bàn giao,30.94,2.0,2.0,8.0,,,,,, Quận Phú Nhuận
252,"15B, Đường 15B, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",2.1,,97.0,Đã bàn giao,21.65,3.0,2.0,,Đang chờ sổ,,,,, Quận 7
253,"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.471,The Origami – Vinhomes Grand Park,33.8,Chưa bàn giao,43.52,1.0,1.0,,,Bàn giao thô,,,, Thành phố Thủ Đức
254,"Hiệp Bình Chánh, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.75,Opal Riverside,71.0,Đã bàn giao,24.65,2.0,,,,,,,, Thành phố Thủ Đức
255,"Mai Chí Thọ, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.0,The Sun Avenue,72.0,Đã bàn giao,27.78,2.0,2.0,16.0,,,,,, Thành phố Thủ Đức
256,"50, Phan Văn Khỏe, Phường 2, Quận 6, Tp Hồ Chí Minh",1.56,Lucky Palace,72.0,Đã bàn giao,21.67,2.0,2.0,,,,,,, Quận 6
257,"Trường Sa, Phường 12, Quận 3, Tp Hồ Chí Minh",1.88,Screc Tower,51.0,Đã bàn giao,36.86,1.0,,,,,,,, Quận 3
258,"Mai Chí Thọ, Phường An Khánh (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.5,New City Thủ Thiêm,75.0,Đã bàn giao,33.33,2.0,2.0,15.0,,,,,, Thành phố Thủ Đức
259,"Mai Chí Thọ, Phường Thủ Thiêm (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",3.57,Empire City Thủ Thiêm,64.0,Đã bàn giao,55.78,1.0,,,,,,,, Thành phố Thủ Đức
260,"600, Đường Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",2.2,,57.0,Đã bàn giao,38.6,2.0,1.0,8.0,,,,Đông Nam,, Quận 7
261,"Đỗ Xuân Hợp, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.73,Flora Anh Đào,55.0,Đã bàn giao,31.45,2.0,1.0,14.0,,,Đông Nam,Tây Bắc,, Thành phố Thủ Đức
262,"Hiệp Bình Chánh, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.9,Opal Riverside,71.1,Đã bàn giao,26.72,2.0,2.0,12.0,,,,,, Thành phố Thủ Đức
263,"208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",9.8,Vinhomes Central Park,105.0,Đã bàn giao,93.33,3.0,2.0,20.0,,,,Đông Nam,, Quận Bình Thạnh
264,"Trường Sa, Phường 12, Quận 3, Tp Hồ Chí Minh",1.56,Screc Tower,69.0,Đã bàn giao,22.61,2.0,2.0,,Đã có sổ,Nội thất cao cấp,,,, Quận 3
265,"Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh",2.9,Mizuki Park,72.0,Đã bàn giao,40.28,2.0,2.0,,,,,,, Huyện Bình Chánh
266,"Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh",5.54,The MarQ,71.0,Đã bàn giao,78.03,2.0,2.0,,,,,,, Quận 1
267,"Số 200, 12, Phường 12, Quận 10, Tp Hồ Chí Minh",2.8,Hà Đô Centrosa Garden,68.0,Đã bàn giao,41.18,2.0,2.0,14.0,,,,,, Quận 10
268,"Số 59, Ngô Tất Tố, Phường 21, Quận Bình Thạnh, Tp Hồ Chí Minh",2.35,City Garden,117.0,Đã bàn giao,20.09,3.0,2.0,,Đã có sổ,Nội thất cao cấp,,,, Quận Bình Thạnh
269,"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.9,Vinhomes Grand Park,60.0,Chưa bàn giao,48.33,2.0,2.0,,,,Đông Nam,Tây Bắc,, Thành phố Thủ Đức
270,"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",2.6,Saigon Riverside Complex Q7,69.0,Đã bàn giao,37.68,2.0,2.0,,,Nhà trống,,,Căn góc, Quận 7
271,"Tân Phong, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",5.1,Khu căn hộ Mỹ Phước,136.0,Đã bàn giao,37.5,3.0,2.0,,Đã có sổ,,,,, Quận 7
272,"7/28, Thành Thái, Phường 14, Quận 10, Tp Hồ Chí Minh",2.6,Rivera Park Sài Gòn,75.0,Đã bàn giao,34.67,2.0,2.0,10.0,,,Đông Nam,,, Quận 10
273,"Trường Lưu, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.168,MT Eastmark City,63.8,Chưa bàn giao,33.98,2.0,1.0,,Giấy tờ khác,Nội thất đầy đủ,,,, Thành phố Thủ Đức
274,"Xa Lộ Hà Nội, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",15.0,The Estella,192.0,Đã bàn giao,78.13,3.0,3.0,,,,,,, Thành phố Thủ Đức
275,"Đường D5, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh",2.8,,70.0,Đã bàn giao,40.0,2.0,,8.0,Đã có sổ,,,Tây Bắc,, Quận Bình Thạnh
276,"Nguyễn Xiển, Phường Long Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",4.3,Lumiere Boulevard,74.0,Chưa bàn giao,58.11,2.0,2.0,,,,,,, Thành phố Thủ Đức
277,"Đường Xóm Đất, Phường 8, Quận 11, Tp Hồ Chí Minh",1.61,,54.0,Chưa bàn giao,29.81,2.0,,,,,,,, Quận 11
278,"Phạm Văn Đồng, Phường Linh Tây (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.2,Flora Novia,56.0,Đã bàn giao,39.29,2.0,,,,,,,, Thành phố Thủ Đức
279,"36, Mai Chí Thọ, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",3.3,Centana Thủ Thiêm,60.0,Đã bàn giao,55.0,2.0,,14.0,Đã có sổ,,,,, Thành phố Thủ Đức
280,"208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",2.7,Vinhomes Central Park,65.0,Đã bàn giao,41.54,2.0,2.0,12.0,,,,Tây Bắc,, Quận Bình Thạnh
281,"Số 102, Bình Thọ, Phường Bình Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.0,Moonlight Residences,50.0,Đã bàn giao,40.0,1.0,1.0,,,,,,, Thành phố Thủ Đức
282,"Số 102, Bình Thọ, Phường Bình Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.1,Moonlight Residences,68.0,Đã bàn giao,30.88,2.0,2.0,,,,,,, Thành phố Thủ Đức
283,"thạnh lộc 8, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh",2.636,,67.0,Đã bàn giao,39.34,2.0,,,,,,,, Quận 12
284,"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",2.1,Saigon Riverside Complex Q7,53.0,Đã bàn giao,39.62,1.0,1.0,,,Nhà trống,,,, Quận 7
285,"Long Trường, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",9.29,Centana Điền Phúc Thành,195.6,Chưa bàn giao,47.49,4.0,4.0,,,,Đông,Nam,, Thành phố Thủ Đức
286,"Số 200, 12, Phường 12, Quận 10, Tp Hồ Chí Minh",2.8,Hà Đô Centrosa Garden,76.0,Đã bàn giao,36.84,2.0,,16.0,,,Đông Nam,Tây Bắc,, Quận 10
287,"Võ Văn Kiệt, Phường 16, Quận 8, Tp Hồ Chí Minh",2.65,Diamond Riverside (City Gate Towers 2),74.0,Đã bàn giao,35.81,2.0,2.0,19.0,,,,Đông,, Quận 8
288,"Phạm Văn Đồng, Phường Linh Tây (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.7,Flora Novia,42.0,Chưa bàn giao,40.48,1.0,1.0,,,,,,, Thành phố Thủ Đức
289,"Số 102, Bình Thọ, Phường Bình Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.27,Moonlight Residences,68.0,Đã bàn giao,18.68,2.0,2.0,8.0,,,Đông Nam,,, Thành phố Thủ Đức
290,"Đường Nguyễn Xiển, Phường Thạnh Mỹ Lợi (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",3.0,,84.0,Đã bàn giao,35.71,2.0,,,,,,,, Thành phố Thủ Đức
291,"523A, Đỗ Xuân Hợp, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.46,The Art,67.0,Đã bàn giao,21.79,2.0,,,,,,,, Thành phố Thủ Đức
292,"Bến Vân Đồn, Phường 1, Quận 4, Tp Hồ Chí Minh",2.85,,82.0,Đã bàn giao,34.76,2.0,2.0,3.0,,,,Đông,, Quận 4
293,"Phong Phú, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh",1.95,Khu dân cư Greenlife - 13C,83.3,Đã bàn giao,23.41,2.0,,12.0,,,,,, Huyện Bình Chánh
294,"số 32, Phước Long A, Phường Phước Long A (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.55,Him Lam Phú An,69.0,Đã bàn giao,36.96,2.0,,,,Nội thất đầy đủ,,,, Thành phố Thủ Đức
295,"Đường Nguyễn Văn Công, Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh",1.53,,85.0,Đã bàn giao,18.0,2.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,, Quận Gò Vấp
296,"Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",1.58,Belleza Apartment,1.0,Đã bàn giao,1580.0,2.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,, Quận 7
297,"Phước Thiện, Phường Long Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",3.2,,79.0,Chưa bàn giao,40.51,2.0,2.0,,,,,,, Thành phố Thủ Đức
298,"537, Nguyễn Duy Trinh, Phường Bình Trưng Đông (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.615,The Krista,76.0,Đã bàn giao,21.25,2.0,2.0,6.0,,,,,, Thành phố Thủ Đức
299,"208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",1.64,Vinhomes Central Park,87.0,Đã bàn giao,18.85,2.0,,,,,,,, Quận Bình Thạnh
300,"Cát Lái, Phường Cát Lái (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.16,Citi Soho,64.0,Đã bàn giao,18.13,2.0,,,,,,,, Thành phố Thủ Đức
301,"Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh",1.48,The Pegasuite,68.0,Đã bàn giao,21.76,2.0,,,,,,,, Quận 8
302,"Phước Thiện, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",5.5,,100.0,Chưa bàn giao,55.0,3.0,,,,,,,, Thành phố Thủ Đức
303,"Bến Vân Đồn, Phường 13, Quận 4, Tp Hồ Chí Minh",1.44,,62.0,Đã bàn giao,23.23,2.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,, Quận 4
304,"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",2.62,Celadon City,53.0,Đã bàn giao,49.43,1.0,1.0,,,,,,, Quận Tân Phú
305,"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",4.9,Celadon City,96.0,Chưa bàn giao,51.04,2.0,2.0,,,,,,, Quận Tân Phú
306,"Trường Lưu, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.533333,MT Eastmark City,65.0,Chưa bàn giao,38.97,1.0,1.0,14.0,,,,Nam,, Thành phố Thủ Đức
307,"1, Đường Võ Trường Toản, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",5.1,Masteri An Phú,70.0,Đã bàn giao,72.86,2.0,2.0,23.0,,,,Tây,, Thành phố Thủ Đức
308,"Xa Lộ Hà Nội, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",4.05,Gateway Thảo Điền,57.0,Chưa bàn giao,71.05,1.0,,,,,,,, Thành phố Thủ Đức
309,"208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",1.52,Vinhomes Central Park,102.0,Chưa bàn giao,14.9,2.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,, Quận Bình Thạnh
310,"192, Đường Phạm Đức Sơn, Phường 6, Quận 8, Tp Hồ Chí Minh",1.65,,54.0,Đã bàn giao,30.56,1.0,1.0,7.0,,,,Đông Bắc,, Quận 8
311,"Cây Keo, Phường Tam Phú (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.55,Đạt Gia Residence Thủ Đức,60.0,Đã bàn giao,25.83,2.0,2.0,10.0,,,,Đông Nam,, Thành phố Thủ Đức
312,"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",3.55,Sunrise Riverside,70.0,Đã bàn giao,50.71,2.0,2.0,10.0,,,,Nam,, Huyện Nhà Bè
313,"Trường Lưu, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",4.59,MT Eastmark City,99.9,Chưa bàn giao,45.95,3.0,3.0,,,,Nam,Tây,, Thành phố Thủ Đức
314,"208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",2.75,Vinhomes Central Park,85.0,Đã bàn giao,32.35,2.0,2.0,20.0,Đã có sổ,,,,, Quận Bình Thạnh
315,"Cây Keo, Phường Tam Phú (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.6,Đạt Gia Residence Thủ Đức,60.0,Đã bàn giao,26.67,2.0,2.0,12.0,,,,Tây Nam,, Thành phố Thủ Đức
316,"Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",2.15,Belleza Apartment,78.0,Đã bàn giao,27.56,2.0,2.0,8.0,Đã có sổ,,,,, Quận 7
317,"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.7,Vinhomes Grand Park,43.1,Đã bàn giao,39.44,1.0,1.0,,,Nhà trống,,,, Thành phố Thủ Đức
318,"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",2.2,Saigon Riverside Complex Q7,73.0,Đã bàn giao,30.14,2.0,2.0,,,,,,, Quận 7
319,"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",2.5,Saigon Riverside Complex Q7,73.0,Đã bàn giao,34.25,2.0,,,,,,,, Quận 7
320,"Bình Hưng Hòa A, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",1.45,Green Hills Bình Tân,49.0,Đã bàn giao,29.59,1.0,1.0,,Đã có sổ,,,,, Quận Bình Tân
321,"686, Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh",1.62,Green Field,66.0,Đã bàn giao,24.55,2.0,2.0,,Đã có sổ,Nhà trống,,,, Quận Bình Thạnh
322,"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",4.3,Celadon City,92.0,Chưa bàn giao,46.74,2.0,2.0,,,,,,, Quận Tân Phú
323,"Số 12, Bế Văn Cấm, Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh",2.9,M-One Nam Sài Gòn,58.0,Đã bàn giao,50.0,2.0,,,,,,,, Quận 7
324,"686, Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh",0.984,Green Field,20.0,Đã bàn giao,49.2,2.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,, Quận Bình Thạnh
325,"Đường Số 63, Phường Bình Trưng Đông (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.1,,60.0,Đã bàn giao,35.0,2.0,,,,,,,Căn góc, Thành phố Thủ Đức
326,"Tôn Dật Tiên, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",5.8,Green Valley,120.0,Đã bàn giao,48.33,3.0,2.0,,Đã có sổ,Bàn giao thô,,,, Quận 7
327,"Phạm Văn Nghị, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",3.19,Sky Garden 3,74.0,Đã bàn giao,43.11,2.0,2.0,,,,Đông,Bắc,, Quận 7
328,"Đường Tô Hiệu, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh",2.75,,85.0,Chưa bàn giao,32.35,3.0,2.0,,Đang chờ sổ,Nội thất đầy đủ,,,, Quận Tân Phú
329,"Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",1.78,,85.0,Đã bàn giao,20.94,2.0,2.0,,,,,,, Quận Bình Thạnh
330,"36, Trịnh Đình Thảo, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",2.3,Lotus Garden,61.0,Đã bàn giao,37.7,2.0,1.0,,Đã có sổ,,Đông Nam,,, Quận Tân Phú
331,"239 – 241 – 278, 239 – 241 – 278  Đường Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh",3.3,Căn hộ RichStar,91.0,Đã bàn giao,36.26,3.0,2.0,,,,,,, Quận Tân Phú
332,"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",4.4,Vinhomes Grand Park,73.0,Chưa bàn giao,60.27,2.0,,,,,,,, Thành phố Thủ Đức
333,"153 – 161, Lương Nhữ Học, Phường 11, Quận 5, Tp Hồ Chí Minh",3.75,Chung cư Sao Mai,90.0,Đã bàn giao,41.67,2.0,2.0,,,,,,Căn góc, Quận 5
334,"Nguyễn Cửu Phú, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh",1.45,Tecco Town Bình Tân,55.0,Đã bàn giao,26.36,2.0,1.0,,Đang chờ sổ,Nội thất đầy đủ,,,, Quận Bình Tân
335,"Tân Hương, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh",1.3,Khang Gia Tân Hương (Lucky Apartment),60.0,Đã bàn giao,21.67,2.0,2.0,,,Nội thất đầy đủ,,,, Quận Tân Phú
336,"Lô 5, Bình Hưng Hòa B, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",2.6,Green Town Bình Tân,90.0,Đã bàn giao,28.89,3.0,2.0,,,Nhà trống,,,, Quận Bình Tân
337,"Số 12, Số 12 Số 12 Tôn Đản, Phường 13, Quận 4, Hồ Chí Minh, Phường 13, Quận 4, Tp Hồ Chí Minh",3.2,Khu căn hộ Contrexim - Copac Square,90.0,Chưa bàn giao,35.56,2.0,2.0,8.0,,,,,, Quận 4
338,"Trường Lưu, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.69,MT Eastmark City,65.4,Chưa bàn giao,41.13,1.0,1.0,,,,Bắc,Nam,, Thành phố Thủ Đức
339,"Đường Đoàn Nguyễn Tuân, Xã Hưng Long, Huyện Bình Chánh, Tp Hồ Chí Minh",0.75,,80.0,Chưa bàn giao,9.38,3.0,2.0,,,,Đông Nam,Đông Nam,, Huyện Bình Chánh
340,"Thạnh Mỹ Lợi, Phường Thạnh Mỹ Lợi (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",4.35,Thủ Thiêm Dragon,83.6,Đã bàn giao,52.03,2.0,2.0,,,,Đông,,, Thành phố Thủ Đức
341,"số 88, số 88 Số 88 đường N1, phường Sơn Kỳ, quận Tân Phú, Tp.HCM, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",2.5,Celadon City,53.0,Chưa bàn giao,47.17,1.0,1.0,,,,,,, Quận Tân Phú
342,"Đường Võ Chí Công, Phường Thạnh Mỹ Lợi (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.5,,60.0,Chưa bàn giao,25.0,2.0,1.0,,Đang chờ sổ,Nội thất đầy đủ,,,, Thành phố Thủ Đức
343,"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",2.5,Saigon Riverside Complex Q7,68.0,Chưa bàn giao,36.76,2.0,2.0,,,,Nam,Tây,, Quận 7
344,"Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",4.95,Sunrise City,106.0,Chưa bàn giao,46.7,2.0,2.0,,,,,,, Quận 7
345,"Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh",3.55,Eco Green Sài Gòn,66.0,Đã bàn giao,53.79,2.0,2.0,,,,,,, Quận 7
346,"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",3.225,Celadon City,71.0,Đã bàn giao,45.42,2.0,2.0,,,Nội thất đầy đủ,,,, Quận Tân Phú
347,"0939039879, Lê Đức Thọ, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh",2.5,,63.0,Đã bàn giao,39.68,2.0,,,,,,,, Huyện Nhà Bè
348,"Nguyễn Xiển, Phường Long Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",5.6,Lumiere Boulevard,98.0,Chưa bàn giao,57.14,3.0,2.0,,,,,,, Thành phố Thủ Đức
349,"196, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh",2.26,Topaz Elite,60.0,Đã bàn giao,37.67,2.0,2.0,,,,,,, Quận 8
350,"13E, 13E Đường Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh",1.395,Sài Gòn Intela,54.0,Đã bàn giao,25.83,2.0,2.0,11.0,,,,Đông Bắc,, Huyện Bình Chánh
351,"Phạm Văn Nghị, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",2.48,Sky Garden 3,56.0,Đã bàn giao,44.29,2.0,1.0,,Đã có sổ,,,Bắc,, Quận 7
352,"Nguyễn Xiển, Phường Long Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.6,Lumiere Boulevard,72.0,Chưa bàn giao,22.22,2.0,2.0,,,,,,, Thành phố Thủ Đức
353,"Số 1, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.6,Lavita Charm,68.0,Đã bàn giao,38.24,2.0,2.0,,,,,,, Thành phố Thủ Đức
354,"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",3.95,Celadon City,84.0,Chưa bàn giao,47.02,2.0,2.0,,,,,,, Quận Tân Phú
355,"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",4.1,Vinhomes Grand Park,70.0,Chưa bàn giao,58.57,2.0,,,,,,,, Thành phố Thủ Đức
356,"Lý Thường Kiệt, Phường 14, Quận 10, Tp Hồ Chí Minh",2.2,,69.0,Đã bàn giao,31.88,2.0,1.0,,Đã có sổ,Nội thất đầy đủ,,,, Quận 10
357,"Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",7.65,Mỹ Phát,130.0,Đã bàn giao,58.85,3.0,,,Đã có sổ,Nhà trống,,,, Quận 7
358,"Số 1, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.6,Lavita Charm,70.0,Đã bàn giao,37.14,2.0,2.0,,,,,,, Thành phố Thủ Đức
359,"Lô 1.16 và 1.17, Mai Chí Thọ, Phường Thủ Thiêm (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",11.3,The Metropole Thủ Thiêm,82.74,Đã bàn giao,136.57,2.0,,,,,,,, Thành phố Thủ Đức
360,"Trường Lưu, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.98,MT Eastmark City,63.4,Chưa bàn giao,47.0,1.0,1.0,,,,Bắc,Nam,, Thành phố Thủ Đức
